,GeoPoint,Shape,x,y,node,xGPS,yGPS,Geo,Geo_Name,Annual_Load_MWh,Pmax_MW
BT294,"7762361.55239, 1592492.28179","[1592492.28179187, 7762361.552393002]",1592492.28179,7762361.55239,N3097,1.6380881800815548,45.05742776896271,190570000,Collonges-la-Rouge,154.56612500000003,0.03418487417487262
BT298,"7768587.69784, 1588483.10555","[1588483.1055503732, 7768587.69784413]",1588483.10555,7768587.69784,N3521,1.5858422278009812,45.11266192065301,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT299,"7770227.32788, 1588157.3503","[1588157.3503000308, 7770227.327880371]",1588157.3503,7770227.327880003,N3392,1.5813237373044509,45.12732674928686,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT300,"7771452.28518, 1589630.00098","[1589630.00097884, 7771452.285182917]",1589630.00098,7771452.2851800015,N3388,1.5997128459200898,45.13856916176424,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT301,"7773608.2256, 1589799.76413","[1589799.7641261483, 7773608.225602766]",1589799.76413,7773608.2256,N2836,1.6013622969542112,45.15795231846607,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT302,"7770030.36437, 1586586.50147","[1586586.5014618102, 7770030.364372137]",1586586.50147,7770030.36437,N3373,1.56145026460919,45.12529314077237,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT304,"7774116.54614, 1589788.02795","[1589788.0279515712, 7774116.546143005]",1589788.02795,7774116.546139997,N3348,1.6010945083854553,45.162513901663075,190680000,Dampniat,95.69191666666667,0.024846672384441416
BT305,"7780970.90427, 1582568.77731","[1582568.7773065302, 7780970.904274285]",1582568.77731,7780970.90427,N3615,1.5077744810501612,45.222816820252625,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT310,"7767247.80309, 1585671.57252","[1585671.572514694, 7767247.80309202]",1585671.5725200004,7767247.80309,N3577,1.5505218157726008,45.10015743967289,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT316,"7778049.28057, 1588124.38015","[1588124.3801519824, 7778049.280571672]",1588124.38015,7778049.280569999,N3371,1.579048718979994,45.197543761375066,192020000,Sainte-Féréole,139.8640877192983,0.03511443205169127
BT318,"7779533.34032, 1588751.72826","[1588751.7282636042, 7779533.340321626]",1588751.72826,7779533.340319999,N3424,1.5866640470593496,45.210972779875256,192020000,Sainte-Féréole,139.8640877192983,0.03511443205169127
BT320,"7778375.33157, 1588505.24889","[1588505.2488845517, 7778375.331569704]",1588505.24889,7778375.3315699985,N3389,1.5838078284738701,45.200534930193996,192020000,Sainte-Féréole,139.8640877192983,0.03511443205169127
BT333,"7765864.70423, 1600391.06347","[1600391.0634706586, 7765864.704226438]",1600391.0634700004,7765864.70423,N4315,1.7373930552951315,45.090101699621925,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT334,"7767608.93978, 1599547.80515","[1599547.805145739, 7767608.939778078]",1599547.80515,7767608.9397800015,N4236,1.7263353117578708,45.105633905908,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT335,"7763474.94465, 1586527.36061","[1586527.3606084376, 7763474.944650579]",1586527.36061,7763474.94465,N3876,1.562274836924742,45.06643501398504,192730000,Turenne,97.96497619047621,0.02453301509994311
BT336,"7764150.3962, 1587944.0581","[1587944.058099332, 7764150.396201459]",1587944.0581,7764150.3962,N3835,1.5800604623135612,45.07273779597702,192730000,Turenne,97.96497619047621,0.02453301509994311
BT337,"7766433.59531, 1588755.70627","[1588755.7062738298, 7766433.595314423]",1588755.70627,7766433.595310003,N3696,1.5898056776572258,45.093369789549726,192730000,Turenne,97.96497619047621,0.02453301509994311
BT338,"7766607.66415, 1587749.03387","[1587749.0338723662, 7766607.664152323]",1587749.0338700004,7766607.66415,N3660,1.57700615927533,45.09476376266882,192730000,Turenne,97.96497619047621,0.02453301509994311
BT339,"7762145.36194, 1588244.54527","[1588244.5452675011, 7762145.361939775]",1588244.5452700001,7762145.361939997,N4002,1.584340996436333,45.05478943699239,192730000,Turenne,97.96497619047621,0.02453301509994311
BT340,"7766523.04446, 1589166.33734","[1589166.3373372396, 7766523.044464058]",1589166.3373399999,7766523.0444600005,N3704,1.5949888904406404,45.094241137354096,192730000,Turenne,97.96497619047621,0.02453301509994311
BT341,"7760269.7291, 1586621.95471","[1586621.954715113, 7760269.729099831]",1586621.95471,7760269.7291,N4109,1.5642410455400286,45.03767905209054,192730000,Turenne,97.96497619047621,0.02453301509994311
BT343,"7777398.14522, 1584078.28165","[1584078.2816506692, 7777398.145220699]",1584078.28165,7777398.1452199975,N3318,1.5278315499966149,45.19100571928399,192740000,Ussac,367.3753835616439,0.07894207065344112
BT346,"7777789.19951, 1583559.58172","[1583559.5817173207, 7777789.199505808]",1583559.5817200001,7777789.1995100025,N3354,1.5211491589379438,45.1944259879285,192740000,Ussac,367.3753835616439,0.07894207065344112
BT347,"7776248.84251, 1584313.43133","[1584313.4313345402, 7776248.84251325]",1584313.4313299996,7776248.842510001,N3260,1.5310995096480882,45.180728512460384,192740000,Ussac,367.3753835616439,0.07894207065344112
BT350,"7763915.98475, 1590268.23465","[1590268.2346543726, 7763915.984751626]",1590268.23465,7763915.98475,N3048,1.6095594781496363,45.07101974627469,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT353,"7769354.03258, 1588823.54925","[1588823.5492463869, 7769354.032576435]",1588823.54925,7769354.03258,N3477,1.5899779600496975,45.119598349722786,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT368,"7768262.45338, 1598091.54425","[1598091.5442485746, 7768262.453378501]",1598091.54425,7768262.45338,N4114,1.7077334306220768,45.111279828303786,190230000,Beynat,102.76078125,0.024449150503338915
BT373,"7767956.0494, 1599163.34898","[1599163.3489821209, 7767956.049400725]",1599163.34898,7767956.0494,N4197,1.7213874730775514,45.108692041383314,190230000,Beynat,102.76078125,0.024449150503338915
BT378,"7767434.50208, 1586240.0882","[1586240.0882006036, 7767434.502084662]",1586240.0882,7767434.50208,N3581,1.5576828648983043,45.10193065904818,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT379,"7764018.70073, 1585460.38317","[1585460.3831695619, 7764018.700730173]",1585460.38317,7764018.7007300025,N3800,1.5486275592104497,45.07113390568854,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT380,"7765899.53494, 1596720.00985","[1596720.0098454047, 7765899.534944802]",1596720.00985,7765899.53494,N4127,1.6908615519636696,45.08985611394765,190990000,Lagleygeolle,37.42495454545454,0.009406352352635735
BT381,"7770137.52777, 1594726.15613","[1594726.1561263, 7770137.527765857]",1594726.15613,7770137.52777,N3814,1.6646485468504717,45.12759035402795,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT382,"7770589.98183, 1592962.94973","[1592962.949729181, 7770589.981834147]",1592962.94973,7770589.98183,N3666,1.6421851558158784,45.13137145385309,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT383,"7767453.90109, 1592945.40329","[1592945.403287687, 7767453.901085901]",1592945.40329,7767453.90109,N3785,1.642673834232936,45.103214875027255,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT384,"7769400.07894, 1592045.769","[1592045.769003356, 7769400.0789428055]",1592045.769,7769400.0789399985,N3654,1.6308250108626727,45.12054127646445,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT385,"7762329.23114, 1591418.88016","[1591418.8801608249, 7762329.231141174]",1591418.88016,7762329.23114,N4082,1.6245006668944233,45.05696388197929,191150000,Ligneyrac,124.00484999999999,0.025707403362877187
BT386,"7766693.9689, 1593345.08623","[1593345.0862367973, 7766693.968898132]",1593345.08623,7766693.9689,N3863,1.6479118556179555,45.096456827005774,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT387,"7764230.70971, 1589776.00306","[1589776.0030580137, 7764230.7097075945]",1589776.00306,7764230.709710001,N3872,1.6032503191292802,45.07376387761193,191500000,Noailhac,82.57615789473684,0.021168730461267243
BT390,"7764589.41051, 1600375.70753","[1600375.7075305495, 7764589.410505181]",1600375.70753,7764589.410510003,N4329,1.7374672591962486,45.0786507384332,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT397,"7770385.073, 1587065.92372","[1587065.923720112, 7770385.073003258]",1587065.92372,7770385.073,N3362,1.5674449736041585,45.128558857360936,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT399,"7780727.6495, 1583488.12249","[1583488.1224905564, 7780727.64949769]",1583488.12249,7780727.6495,N2951,1.519514111997329,45.22079450861114,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT402,"7773806.62446, 1584013.51145","[1584013.511443425, 7773806.624457729]",1584013.51145,7773806.6244600015,N2723,1.5278935484878082,45.158751161211796,190310104,Arsonval,795.241111111111,0.17275388801700636
BT403,"7775328.09517, 1584139.58931","[1584139.589306479, 7775328.095172154]",1584139.58931,7775328.09517,N2701,1.5291192340501487,45.17243215957159,190310702,Migoule,840.6918400000001,0.16922845293241287
BT404,"7775077.93712, 1583965.44015","[1583965.4401528533, 7775077.937123181]",1583965.44015,7775077.93712,N3228,1.526970530169511,45.17015602716125,190310702,Migoule,840.6918400000001,0.16922845293241287
BT405,"7775426.61565, 1584404.5468","[1584404.5468051767, 7775426.615653029]",1584404.5468,7775426.61565,N2710,1.5324579301399588,45.173362678262244,190310702,Migoule,840.6918400000001,0.16922845293241287
BT406,"7774175.13754, 1583914.82107","[1583914.8210768327, 7774175.13753788]",1583914.82107,7774175.13754,N3240,1.5265505110177124,45.162042292208135,190310104,Arsonval,795.241111111111,0.17275388801700636
BT407,"7774644.89869, 1585028.62649","[1585028.6264900619, 7774644.898694648]",1585028.62649,7774644.898689997,N2606,1.5405697414052422,45.16645276594856,190310701,Hopital,1076.7573698771766,0.22398659196041895
BT408,"7774063.38889, 1585878.86657","[1585878.8665691728, 7774063.388889]",1585878.86657,7774063.388889999,N2591,1.5515007657151132,45.1613784363994,190310201,Sports,889.0213250394659,0.19306024264787772
BT412,"7773784.06552, 1584276.84852","[1584276.8485254734, 7773784.065521437]",1584276.84852,7773784.06552,N2697,1.5312405399358269,45.158594435676434,190310101,Centre,1154.06,0.25936133075057716
BT414,"7773498.88845, 1584442.47681","[1584442.4768098267, 7773498.888451212]",1584442.4768100001,7773498.88845,N2698,1.5334120873074135,45.156063016479436,190310103,Poste,1301.8001000000002,0.28184589350402217
BT415,"7773053.4169, 1586178.88858","[1586178.8885772722, 7773053.416904016]",1586178.88858,7773053.4169,N2605,1.5555518013404217,45.15236272195468,190310301,Rollinat,752.9503333333332,0.15282243027914627
BT416,"7772853.77973, 1585781.15016","[1585781.150159243, 7772853.7797317365]",1585781.15016,7772853.7797300005,N2673,1.550553887514882,45.15050241987481,190310301,Rollinat,752.9503333333332,0.15282243027914627
BT422,"7772846.26625, 1585129.80498","[1585129.8049805807, 7772846.266246162]",1585129.80498,7772846.26625,N3221,1.5422921227965845,45.15032299202461,190310302,Breuil,301.86220833333334,0.07484823222711207
BT428,"7774541.16217, 1584537.61339","[1584537.6133921966, 7774541.162169964]",1584537.61339,7774541.1621699985,N3202,1.5343638558770298,45.16543653149024,190310701,Hopital,1076.7573698771766,0.22398659196041895
BT429,"7773695.96906, 1585327.51383","[1585327.5138277756, 7773695.969057079]",1585327.5138299996,7773695.969060001,N3175,1.5445937462323918,45.157985233516904,190310201,Sports,889.0213250394659,0.19306024264787772
BT430,"7772960.99414, 1584522.51707","[1584522.5170674354, 7772960.9941381505]",1584522.51707,7772960.994139999,N3239,1.5345594208369968,45.151247977507296,190310401,Zola,1419.403314347663,0.3194956491723709
BT445,"7774015.23782, 1583890.24389","[1583890.2438883379, 7774015.237818135]",1583890.24389,7774015.2378199985,N2725,1.5262780300255727,45.16060251010732,190310104,Arsonval,795.241111111111,0.17275388801700636
BT446,"7773256.12957, 1584573.43794","[1584573.437941348, 7773256.1295694]",1584573.4379399999,7773256.12957,N2696,1.5351331986876595,45.15390636139543,190310103,Poste,1301.8001000000002,0.28184589350402217
BT447,"7775365.37557, 1584644.77465","[1584644.7746560327, 7775365.375569871]",1584644.77465,7775365.37557,N2685,1.5355219817283114,45.17285454149045,190310702,Migoule,840.6918400000001,0.16922845293241287
BT448,"7775759.18743, 1584226.22826","[1584226.2282599164, 7775759.187426468]",1584226.22826,7775759.18743,N2735,1.5301129124051212,45.176317405722074,190310702,Migoule,840.6918400000001,0.16922845293241287
BT449,"7774273.70009, 1583584.06947","[1583584.069474457, 7774273.700085356]",1583584.06947,7774273.700089999,N3251,1.5223290478472469,45.16286941573121,190310405,Danton,875.1081791995548,0.1840868348695583
BT451,"7774225.04091, 1585530.67642","[1585530.6764210884, 7774225.040911434]",1585530.6764200001,7774225.040910001,N2590,1.5470431238914109,45.16276993337723,190310201,Sports,889.0213250394659,0.19306024264787772
BT452,"7773835.04797, 1585906.55193","[1585906.551931282, 7773835.047972657]",1585906.5519299996,7773835.04797,N2600,1.551907358589229,45.159333238266214,190310201,Sports,889.0213250394659,0.19306024264787772
BT455,"7772874.36751, 1583751.36444","[1583751.3644441208, 7772874.367509598]",1583751.36444,7772874.36751,N2766,1.524797099452564,45.15033619489314,190310303,Tilleul,348.1073333333334,0.08842065544851063
BT456,"7773715.42194, 1584329.30415","[1584329.3041537972, 7773715.421941513]",1584329.30415,7773715.42194,N3225,1.5319229872571096,45.15798729937604,190310101,Centre,1154.06,0.25936133075057716
BT457,"7773326.31163, 1584056.01889","[1584056.0188841186, 7773326.311627932]",1584056.01889,7773326.31163,N3245,1.5285510652790435,45.154446572409846,190310401,Zola,1419.403314347663,0.3194956491723709
BT461,"7775874.8493, 1583498.17669","[1583498.176689386, 7775874.849303558]",1583498.1766899999,7775874.8493,N2769,1.520843146813635,45.177228804958496,190310702,Migoule,840.6918400000001,0.16922845293241287
BT462,"7768772.31912, 1585505.09232","[1585505.0923164117, 7768772.319124633]",1585505.09232,7768772.31912,N3415,1.5480420372514827,45.11381457684914,190310304,Bouquet,635.0135135135135,0.12831916053157089
BT463,"7772284.17982, 1584877.81786","[1584877.8178608315, 7772284.179821061]",1584877.81786,7772284.179819997,N2749,1.5392324180946066,45.14523342238058,190310302,Breuil,301.86220833333334,0.07484823222711207
BT465,"7775326.72606, 1585804.73487","[1585804.7348685272, 7775326.72605615]",1585804.73487,7775326.72606,N2620,1.5502538843226212,45.17270746422514,190310702,Migoule,840.6918400000001,0.16922845293241287
BT469,"7775030.18778, 1584906.19567","[1584906.1956772571, 7775030.1877786415]",1584906.19567,7775030.18778,N2623,1.5389218881124638,45.16989058580128,190310702,Migoule,840.6918400000001,0.16922845293241287
BT472,"7772265.22075, 1584135.06363","[1584135.063633285, 7772265.22074593]",1584135.06363,7772265.22075,N2771,1.5298147314622554,45.14493448462618,190310302,Breuil,301.86220833333334,0.07484823222711207
BT473,"7773901.48008, 1584049.49235","[1584049.49235439, 7773901.480078886]",1584049.49235,7773901.48008,N3234,1.5283267697489558,45.15960898919953,190310104,Arsonval,795.241111111111,0.17275388801700636
BT474,"7774348.79106, 1584429.55318","[1584429.5531850446, 7774348.791062354]",1584429.5531799996,7774348.7910600025,N3205,1.5330397016414778,45.163690772568295,190310102,Guierle,930.285230094106,0.1949644197370618
BT494,"7769930.98262, 1595722.67055","[1595722.6705528786, 7769930.9826174565]",1595722.67055,7769930.98262,N3865,1.6773319569673628,45.12589272481257,190230000,Beynat,102.76078125,0.024449150503338915
BT500,"7774134.44114, 1585048.80561","[1585048.8056066965, 7774134.441138388]",1585048.80561,7774134.44114,N2612,1.5409503493464167,45.16187359010535,190310201,Sports,889.0213250394659,0.19306024264787772
BT501,"7773918.69543, 1584659.93561","[1584659.935608416, 7773918.695432059]",1584659.93561,7773918.69543,N2651,1.5360685316255105,45.159869512072106,190310102,Guierle,930.285230094106,0.1949644197370618
BT502,"7773566.78699, 1584153.51707","[1584153.5170712948, 7773566.786989717]",1584153.51707,7773566.786989999,N2704,1.5297290093884317,45.1566223887926,190310103,Poste,1301.8001000000002,0.28184589350402217
BT503,"7773659.46952, 1584731.61501","[1584731.615002711, 7773659.469521167]",1584731.61501,7773659.46952,N2654,1.5370414799976766,45.157554719381075,190310102,Guierle,930.285230094106,0.1949644197370618
BT504,"7775112.62603, 1583670.25726","[1583670.2572575107, 7775112.626031358]",1583670.25726,7775112.62603,N2729,1.5232156365368819,45.17041595727859,190310702,Migoule,840.6918400000001,0.16922845293241287
BT505,"7775508.26198, 1585052.9031","[1585052.9031015127, 7775508.261979567]",1585052.9031,7775508.26198,N2641,1.5406671810855892,45.17420788889396,190310702,Migoule,840.6918400000001,0.16922845293241287
BT506,"7775203.06365, 1583225.19516","[1583225.1951559698, 7775203.063653429]",1583225.1951600001,7775203.06365,N3265,1.5175446730569724,45.171149981460246,190310603,Vialmur,499.6097272727273,0.1282118794387478
BT507,"7774340.14913, 1584033.64362","[1584033.6436235094, 7774340.149134039]",1584033.64362,7774340.149130003,N2711,1.5280177212613937,45.16354438165343,190310104,Arsonval,795.241111111111,0.17275388801700636
BT508,"7774547.58797, 1584357.99941","[1584357.9994076232, 7774547.587974291]",1584357.99941,7774547.58797,N2674,1.5320828943361364,45.16546306025218,190310701,Hopital,1076.7573698771766,0.22398659196041895
BT509,"7774394.59623, 1584460.05447","[1584460.0544683095, 7774394.596228658]",1584460.05447,7774394.59623,N2657,1.5334155339260411,45.16410728120266,190310102,Guierle,930.285230094106,0.1949644197370618
BT510,"7774105.35287, 1584422.11728","[1584422.1172774234, 7774105.352869488]",1584422.11728,7774105.35287,N2664,1.5330050438374885,45.16150401129533,190310102,Guierle,930.285230094106,0.1949644197370618
BT512,"7773548.62084, 1583328.61055","[1583328.610551282, 7773548.620835599]",1583328.61055,7773548.620839999,N2741,1.5192668123876096,45.15631534972957,190310405,Danton,875.1081791995548,0.1840868348695583
BT514,"7773604.06431, 1584342.26971","[1584342.2697059067, 7773604.064314668]",1584342.2697100001,7773604.06431,N2699,1.5321148279580046,45.15698984024908,190310101,Centre,1154.06,0.25936133075057716
BT516,"7776635.89429, 1584811.14847","[1584811.148466399, 7776635.894289523]",1584811.1484700001,7776635.894289997,N2759,1.5373229013505076,45.18428963039528,190310702,Migoule,840.6918400000001,0.16922845293241287
BT517,"7776133.92891, 1585307.68997","[1585307.6899691098, 7776133.9289100915]",1585307.6899700004,7776133.92891,N2708,1.5437487287162075,45.17986884578969,190310702,Migoule,840.6918400000001,0.16922845293241287
BT518,"7773087.62523, 1584810.38172","[1584810.3817194148, 7773087.625231955]",1584810.3817200004,7773087.62523,N2695,1.538180657212804,45.1524346304728,190310203,Caserne,847.3268946992425,0.20542706618829457
BT520,"7773563.43041, 1586216.41821","[1586216.4182149954, 7773563.430411349]",1586216.41821,7773563.4304100005,N2617,1.5559048521417833,45.156947780577326,190310202,Chapelies,568.16770096768,0.12865824848386506
BT522,"7773209.547, 1586620.30216","[1586620.3021623052, 7773209.547001677]",1586620.30216,7773209.547,N3209,1.5611146716759767,45.15383964337485,190310301,Rollinat,752.9503333333332,0.15282243027914627
BT524,"7773511.35798, 1584847.04613","[1584847.046131057, 7773511.357980093]",1584847.04613,7773511.35798,N2653,1.5385423254915092,45.156245012989295,190310103,Poste,1301.8001000000002,0.28184589350402217
BT528,"7773879.03268, 1584406.0256","[1584406.025596167, 7773879.03268306]",1584406.0256,7773879.03268,N2680,1.5328563571543068,45.15946942936348,190310101,Centre,1154.06,0.25936133075057716
BT531,"7774473.25915, 1585142.22837","[1585142.2283714248, 7774473.259153861]",1585142.2283700001,7774473.25915,N3174,1.5420532705877488,45.16493145965538,190310701,Hopital,1076.7573698771766,0.22398659196041895
BT532,"7774144.30355, 1583702.08089","[1583702.0808890632, 7774144.303553242]",1583702.0808899999,7774144.30355,N3248,1.5238585250176355,45.16172837276135,190310104,Arsonval,795.241111111111,0.17275388801700636
BT533,"7773124.46664, 1585621.79129","[1585621.7912883982, 7773124.466643748]",1585621.7912899996,7773124.466639997,N3203,1.5484664322260964,45.152905163856886,190310301,Rollinat,752.9503333333332,0.15282243027914627
BT535,"7773219.96619, 1585149.30585","[1585149.305850723, 7773219.966192595]",1585149.30585,7773219.966189999,N3201,1.542448490096343,45.15368122656683,190310203,Caserne,847.3268946992425,0.20542706618829457
BT536,"7774734.59856, 1584460.69699","[1584460.6969889873, 7774734.598556474]",1584460.6969899999,7774734.598560003,N2663,1.5333403191169046,45.167159779322155,190310701,Hopital,1076.7573698771766,0.22398659196041895
BT537,"7773555.03394, 1586151.20173","[1586151.2017350602, 7773555.0339424005]",1586151.2017299999,7773555.033939999,N2616,1.5550793788412152,45.156861259267856,190310202,Chapelies,568.16770096768,0.12865824848386506
BT541,"7766684.87697, 1587220.58519","[1587220.585192502, 7766684.8769674]",1587220.58519,7766684.87697,N3590,1.5702902185724568,45.095367762313,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT569,"7766959.00716, 1600657.97555","[1600657.9755541952, 7766959.007159717]",1600657.97555,7766959.0071600005,N4302,1.7405456133509833,45.09996547429201,192570000,Sérilhac,50.12495238095238,0.012867192462094432
BT570,"7762027.92931, 1587994.34137","[1587994.3413652445, 7762027.92930709]",1587994.34137,7762027.9293100005,N4006,1.5812000812642848,45.05369334591686,192730000,Turenne,97.96497619047621,0.02453301509994311
BT571,"7763061.78819, 1586639.68198","[1586639.6819857412, 7763061.7881852]",1586639.6819799999,7763061.78819,N3911,1.5637966578309324,45.0627453034321,192730000,Turenne,97.96497619047621,0.02453301509994311
BT575,"7776977.62063, 1583131.95396","[1583131.9539555935, 7776977.620628237]",1583131.95396,7776977.620630003,N2824,1.5159209321604843,45.187064926907,192740000,Ussac,367.3753835616439,0.07894207065344112
BT581,"7777769.11745, 1585073.58594","[1585073.5859361505, 7777769.11745492]",1585073.58594,7777769.11745,N3313,1.540377894054974,45.194508790146884,192740000,Ussac,367.3753835616439,0.07894207065344112
BT584,"7776359.12644, 1586662.02868","[1586662.0286804452, 7776359.126438358]",1586662.02868,7776359.12644,N3247,1.56088646159878,45.18212249990504,192740000,Ussac,367.3753835616439,0.07894207065344112
BT585,"7774788.56217, 1586149.45665","[1586149.4566477912, 7774788.562170832]",1586149.45665,7774788.56217,N2593,1.5547592323330797,45.16793504408322,191230101,Centre,907.5469445421402,0.18604829417620133
BT588,"7778557.1074, 1585350.08561","[1585350.0856042062, 7778557.107398053]",1585350.08561,7778557.1074,N2843,1.5436967542779878,45.20163091860889,192740000,Ussac,367.3753835616439,0.07894207065344112
BT589,"7760950.90812, 1598831.30982","[1598831.3098255652, 7760950.908119599]",1598831.30982,7760950.90812,N4354,1.7186770822337325,45.04575534939265,192170000,Saint-Julien-Maumont,67.12466666666667,0.016150418147753004
BT591,"7780110.09945, 1582720.91584","[1582720.9158345633, 7780110.099451733]",1582720.91584,7780110.09945,N3534,1.5099219169744906,45.21511539847587,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT593,"7768876.24697, 1594744.76087","[1594744.7608766225, 7768876.246965829]",1594744.76087,7768876.24697,N3836,1.6651657712195749,45.11627019542654,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT594,"7762072.85474, 1588777.5295","[1588777.5294997627, 7762072.854738351]",1588777.5295,7762072.8547399985,N3080,1.5911080488073308,45.05422757770478,192730000,Turenne,97.96497619047621,0.02453301509994311
BT596,"7769026.65326, 1591493.64356","[1591493.6435553783, 7769026.653259361]",1591493.64356,7769026.653260001,N3644,1.6239098180630636,45.11709927159667,191050000,Lanteuil,60.11548484848485,0.01523434068566271
BT597,"7773141.51692, 1590948.56821","[1590948.5682119185, 7773141.516916343]",1590948.56821,7773141.5169199975,N3434,1.616047395979452,45.15395141632278,190430000,La Chapelle-aux-Brocs,146.04409090909093,0.036251394697453976
BT599,"7761674.81022, 1587413.93364","[1587413.9336473488, 7761674.81021681]",1587413.93364,7761674.8102199985,N3076,1.57393367181095,45.050425881317345,192730000,Turenne,97.96497619047621,0.02453301509994311
BT600,"7774395.10342, 1588969.24455","[1588969.2445515764, 7774395.10342089]",1588969.24455,7774395.10342,N3294,1.5906385493849298,45.16487872148205,191230103,Sud,510.0748857142857,0.11050399289154605
BT602,"7773893.01821, 1584408.94093","[1584408.9409355393, 7773893.01820569]",1584408.9409299996,7773893.01821,N2679,1.5328899199335704,45.15959549022802,190310101,Centre,1154.06,0.25936133075057716
BT614,"7765801.65974, 1585845.17989","[1585845.1798859295, 7765801.65974405]",1585845.17989,7765801.659739999,N3707,1.5530717185574054,45.087205189854366,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT619,"7761128.18459, 1587423.75005","[1587423.75005538, 7761128.18459288]",1587423.75005,7761128.18459,N4088,1.5741880064373308,45.04552068706316,192730000,Turenne,97.96497619047621,0.02453301509994311
BT620,"7774399.90344, 1584743.69719","[1584743.6971909755, 7774399.903437783]",1584743.69719,7774399.90344,N2621,1.5370137086919842,45.164204065910035,190310102,Guierle,930.285230094106,0.1949644197370618
BT621,"7774543.0162, 1584710.69237","[1584710.6923760185, 7774543.016200847]",1584710.69237,7774543.0162,N2599,1.5365598571287362,45.16548315578165,190310701,Hopital,1076.7573698771766,0.22398659196041895
BT623,"7771917.00546, 1593090.0012","[1593090.001200863, 7771917.005455309]",1593090.0012,7771917.0054600015,N3607,1.6434957529925354,45.14330526143224,190430000,La Chapelle-aux-Brocs,146.04409090909093,0.036251394697453976
BT624,"7772511.92521, 1591836.28764","[1591836.2876382966, 7772511.92520594]",1591836.28764,7772511.925210001,N3516,1.6274552658252799,45.14844388632697,190430000,La Chapelle-aux-Brocs,146.04409090909093,0.036251394697453976
BT629,"7762577.75209, 1594580.34819","[1594580.34818426, 7762577.75208926]",1594580.34819,7762577.75209,N3122,1.6644861959770063,45.05970161369751,190570000,Collonges-la-Rouge,154.56612500000003,0.03418487417487262
BT630,"7763438.27751, 1593006.71708","[1593006.7170839326, 7763438.277509338]",1593006.7170799999,7763438.27751,N4045,1.644360130654569,45.06717607669528,190570000,Collonges-la-Rouge,154.56612500000003,0.03418487417487262
BT631,"7767716.08044, 1588381.92653","[1588381.9265285262, 7767716.080444353]",1588381.9265299996,7767716.08044,N3595,1.5847654931244468,45.10482033115129,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT632,"7769482.9493, 1587151.70033","[1587151.70032528, 7769482.94929977]",1587151.70033,7769482.9493,N3395,1.568748499664589,45.120474773293026,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT633,"7768788.95729, 1586669.79441","[1586669.7944117358, 7768788.957289621]",1586669.79441,7768788.9572899975,N3463,1.562804572182718,45.11416292339325,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT634,"7767469.61356, 1588406.24352","[1588406.2435161793, 7767469.613563629]",1588406.24352,7767469.61356,N3620,1.5851319786540272,45.102611835458156,190630000,Cosnac,244.09871428571432,0.06076796331385337
BT642,"7779632.21117, 1583636.33425","[1583636.334249299, 7779632.211170984]",1583636.33425,7779632.21117,N3471,1.5216679482141098,45.210985661181724,190720000,Donzenac,332.9254615384616,0.07031433803436393
BT643,"7765854.82137, 1585033.91628","[1585033.9162803313, 7765854.821374382]",1585033.91628,7765854.82137,N3705,1.5427784230017458,45.08754310095068,190930000,Jugeals-Nazareth,167.27380952380952,0.04372274047918495
BT644,"7763679.28481, 1598895.04134","[1598895.041335302, 7763679.28480604]",1598895.04134,7763679.284810001,N4309,1.7189010223629586,45.07025767522626,190990000,Lagleygeolle,37.42495454545454,0.009406352352635735
BT645,"7769627.2059, 1594516.56343","[1594516.563428536, 7769627.205903286]",1594516.5634299999,7769627.2059,N3782,1.6621045761237794,45.12297581486092,191050000,Lanteuil,60.11548484848485,0.01523434068566271
