,x,y,Shape,xyGPS,xGPS,yGPS
N2942,1582995.589340192,7788899.407257677,"(1582995.589340192, 7788899.4072576771)","(1.5112211455963982, 45.294076310503193)",1.5112211455963982,45.29407631050319
N2943,1595472.4595106451,7775285.424597599,"(1595472.4595106451, 7775285.4245975986)","(1.6729718082046263, 45.173924200235035)",1.6729718082046263,45.173924200235035
N2944,1581678.629344102,7772963.326259577,"(1581678.629344102, 7772963.3262595767)","(1.4984784274489806, 45.150769949767728)",1.4984784274489806,45.15076994976773
N2945,1592267.3460328598,7777043.643324766,"(1592267.3460328598, 7777043.6433247663)","(1.6318877799254827, 45.18919854515071)",1.6318877799254827,45.18919854515071
N2946,1595602.9599933566,7780220.721572684,"(1595602.9599933566, 7780220.7215726841)","(1.6735335650000691, 45.218254311596326)",1.6735335650000691,45.218254311596326
N2947,1594264.317299793,7773243.74433559,"(1594264.317299793, 7773243.7443355899)","(1.6580951545468561, 45.155403666440229)",1.658095154546856,45.15540366644023
N2948,1595344.5036188317,7771745.7683242615,"(1595344.5036188317, 7771745.7683242615)","(1.6721336186783069, 45.14212584077724)",1.672133618678307,45.14212584077724
N2949,1579654.4887022022,7785534.188304475,"(1579654.4887022022, 7785534.1883044746)","(1.4695830259428122, 45.26326545979795)",1.4695830259428122,45.26326545979795
N2950,1579131.9077149127,7783791.858095942,"(1579131.9077149127, 7783791.8580959421)","(1.46338766861942, 45.247527778977947)",1.46338766861942,45.24752777897795
N2951,1582227.3001393378,7787390.179695996,"(1582227.3001393378, 7787390.1796959965)","(1.5018267966424239, 45.280389986049222)",1.501826796642424,45.28038998604922
N2952,1598811.1385422507,7775735.570455809,"(1598811.1385422507, 7775735.5704558091)","(1.7152530393015222, 45.178481272439811)",1.7152530393015222,45.17848127243981
N2953,1595927.1914803535,7776661.511930942,"(1595927.1914803535, 7776661.5119309416)","(1.6784395898088367, 45.186349908431481)",1.6784395898088367,45.18634990843148
N2954,1595719.717781805,7776312.113527335,"(1595719.717781805, 7776312.1135273352)","(1.6758829140371032, 45.183180540956592)",1.6758829140371032,45.18318054095659
N2955,1595036.3070577765,7775928.052532062,"(1595036.3070577765, 7775928.0525320619)","(1.6672925662581537, 45.179625072476348)",1.6672925662581537,45.17962507247635
N2956,1598092.2471817555,7768262.187554393,"(1598092.2471817555, 7768262.187554393)","(1.707742399913583, 45.111277549297341)",1.707742399913583,45.11127754929734
N2957,1601243.5583081697,7768751.897465616,"(1601243.5583081697, 7768751.8974656165)","(1.7475933038125113, 45.116148124156979)",1.7475933038125113,45.11614812415698
N2958,1597890.58142108,7770647.9162650835,"(1597890.58142108, 7770647.9162650835)","(1.7046694961896121, 45.132664674831844)",1.704669496189612,45.132664674831844
N2959,1597380.055598322,7771199.068609916,"(1597380.0555983221, 7771199.0686099157)","(1.6980744853538734, 45.137534314960575)",1.6980744853538734,45.137534314960575
N2960,1600951.4347398076,7771331.923929164,"(1600951.4347398076, 7771331.9239291642)","(1.7433477712414349, 45.139267409685388)",1.743347771241435,45.13926740968539
N2961,1599163.831066531,7767956.625660328,"(1599163.8310665309, 7767956.6256603282)","(1.7213934617403328, 45.108697287636851)",1.7213934617403328,45.10869728763685
N2962,1583055.600289075,7782395.013091316,"(1583055.6002890749, 7782395.0130913164)","(1.5136047919001789, 45.235688268807841)",1.513604791900179,45.23568826880784
N2963,1581423.7455353136,7789256.039296876,"(1581423.7455353136, 7789256.0392968757)","(1.4911358585789245, 45.296999680432549)",1.4911358585789245,45.29699968043255
N2964,1594074.971797651,7785500.867160585,"(1594074.9717976509, 7785500.8671605848)","(1.6529326931439527, 45.265420350425416)",1.6529326931439527,45.265420350425416
N2965,1594847.37552,7785894.21206,"(1594847.37552, 7785894.2120599998)","(1.6626653376147629, 45.269074692684669)",1.6626653376147629,45.26907469268467
N2966,1586240.0643489044,7767433.750874659,"(1586240.0643489044, 7767433.750874659)","(1.5576827435015506, 45.101923911369106)",1.5576827435015506,45.101923911369106
N2967,1585460.81507243,7764019.315491431,"(1585460.8150724301, 7764019.3154914314)","(1.5486328817571, 45.071139498389371)",1.5486328817571,45.07113949838937
N2968,1596720.7587103979,7765899.472585579,"(1596720.7587103979, 7765899.4725855794)","(1.6908710559841067, 45.089855670119292)",1.6908710559841067,45.08985567011929
N2969,1594726.452409866,7770138.218389301,"(1594726.452409866, 7770138.2183893006)","(1.6646521501770533, 45.127596600859121)",1.6646521501770533,45.12759660085912
N2970,1592963.651470804,7770590.251006333,"(1592963.6514708039, 7770590.2510063332)","(1.6421939947597979, 45.131373983072002)",1.6421939947597979,45.131373983072
N2971,1592944.7859875276,7767454.329971297,"(1592944.7859875276, 7767454.3299712967)","(1.6426659120192952, 45.103218626108976)",1.6426659120192952,45.103218626108976
N2972,1592046.460950807,7769400.372245843,"(1592046.460950807, 7769400.3722458426)","(1.6308337178331846, 45.120544021627651)",1.6308337178331846,45.12054402162765
N2973,1591419.6286795344,7762329.2955054995,"(1591419.6286795344, 7762329.2955054995)","(1.6245101322493891, 45.056964581535013)",1.6245101322493891,45.05696458153501
N2974,1593345.1837006533,7766693.224102953,"(1593345.1837006533, 7766693.2241029534)","(1.6479132591614161, 45.0964501563979)",1.647913259161416,45.0964501563979
N2975,1589776.1214924986,7764231.451560684,"(1589776.1214924986, 7764231.4515606835)","(1.603251646616813, 45.073770556700971)",1.603251646616813,45.07377055670097
N2976,1600008.494501184,7775454.692155838,"(1600008.494501184, 7775454.692155838)","(1.7305120782188306, 45.176140394653217)",1.7305120782188306,45.17614039465322
N2977,1583873.6721028937,7767855.16376954,"(1583873.6721028937, 7767855.1637695404)","(1.5275840226252084, 45.105299088998798)",1.5275840226252084,45.1052990889988
N2978,1600376.3694634035,7764589.4852094855,"(1600376.3694634035, 7764589.4852094855)","(1.7374756305501173, 45.078651507861949)",1.7374756305501173,45.07865150786195
N2979,1583829.0403320994,7765762.189891417,"(1583829.0403320994, 7765762.1898914166)","(1.527532923899015, 45.086502831036526)",1.527532923899015,45.086502831036526
N2980,1580986.243770979,7767508.337636669,"(1580986.2437709791, 7767508.3376366692)","(1.4910699908692966, 45.101676609921995)",1.4910699908692966,45.101676609921995
N2981,1582031.2199247149,7761314.987746337,"(1582031.2199247149, 7761314.9877463374)","(1.5058606675576953, 45.046266487150945)",1.5058606675576953,45.046266487150945
N2982,1594053.5860255905,7778762.977730828,"(1594053.5860255905, 7778762.9777308283)","(1.6541796720624384, 45.204921508734564)",1.6541796720624384,45.204921508734564
N2983,1594273.6474086652,7779939.172008355,"(1594273.6474086652, 7779939.1720083551)","(1.656710145807923, 45.215516602110064)",1.656710145807923,45.215516602110064
N2984,1593808.3162879576,7781331.740903348,"(1593808.3162879576, 7781331.7409033477)","(1.6504847068189514, 45.227945375877525)",1.6504847068189514,45.227945375877525
N2985,1587065.8660860779,7770385.125619271,"(1587065.8660860779, 7770385.1256192708)","(1.5674442301044857, 45.128559319975544)",1.5674442301044857,45.128559319975544
N2986,1596242.0932539431,7759667.984553985,"(1596242.0932539431, 7759667.9845539853)","(1.6861717485740775, 45.033841461758875)",1.6861717485740775,45.033841461758875
N2987,1583488.2703319232,7780727.85001806,"(1583488.2703319232, 7780727.8500180598)","(1.5195159404268281, 45.220796334746744)",1.5195159404268281,45.220796334746744
N2988,1579989.3545526091,7772336.747431104,"(1579989.3545526091, 7772336.7474311041)","(1.4772063831522038, 45.144842857613924)",1.4772063831522038,45.144842857613924
N2989,1579143.7184848345,7772869.65568615,"(1579143.7184848345, 7772869.6556861503)","(1.4663425790533422, 45.149474063582389)",1.4663425790533422,45.14947406358239
N2990,1584013.002999682,7773806.201959383,"(1584013.002999682, 7773806.2019593827)","(1.5278872007997661, 45.15874727969782)",1.5278872007997661,45.15874727969782
N2991,1584140.797416661,7775328.815869342,"(1584140.7974166609, 7775328.8158693416)","(1.5291343902192349, 45.172438839885068)",1.529134390219235,45.17243883988507
N2992,1583965.4241464417,7775078.857975067,"(1583965.4241464417, 7775078.8579750666)","(1.5269701002598128, 45.170164291414125)",1.5269701002598128,45.170164291414125
N2993,1584404.8685440915,7775426.852172562,"(1584404.8685440915, 7775426.8521725619)","(1.5324619557845032, 45.173364857514677)",1.5324619557845032,45.17336485751468
N2994,1583915.5524223794,7774174.659345068,"(1583915.5524223794, 7774174.659345068)","(1.5265599094090436, 45.162038126663234)",1.5265599094090436,45.162038126663234
N2995,1585027.8265031714,7774644.365295544,"(1585027.8265031714, 7774644.3652955443)","(1.5405597191382836, 45.166447839276671)",1.5405597191382836,45.16644783927667
N2996,1585878.2303147137,7774064.152742908,"(1585878.2303147137, 7774064.1527429083)","(1.5514925069421037, 45.161385184926836)",1.5514925069421037,45.161385184926836
N2997,1581740.0794757742,7773824.39097062,"(1581740.0794757742, 7773824.3909706203)","(1.49904202253736, 45.158510959021896)",1.49904202253736,45.158510959021896
N2998,1581670.7620039557,7773316.071673439,"(1581670.7620039557, 7773316.0716734389)","(1.4982900775436794, 45.153935272329093)",1.4982900775436794,45.15393527232909
N2999,1582488.3172933795,7773389.232611443,"(1582488.3172933795, 7773389.2326114429)","(1.5086447111313237, 45.154736769428865)",1.5086447111313237,45.154736769428865
N3000,1584277.0079428758,7773783.087259249,"(1584277.0079428758, 7773783.0872592488)","(1.5312428030153971, 45.158585681052344)",1.531242803015397,45.158585681052344
N3001,1582120.6011117299,7774488.711226873,"(1582120.6011117299, 7774488.7112268731)","(1.5037041954486339, 45.164542297798121)",1.5037041954486339,45.16454229779812
N3002,1584443.5175605218,7773498.610823616,"(1584443.5175605218, 7773498.6108236164)","(1.5334253606727222, 45.156060704620401)",1.5334253606727222,45.1560607046204
N3003,1586179.452723819,7773053.09619189,"(1586179.4527238191, 7773053.0961918896)","(1.55555903631611, 45.152359939178645)",1.55555903631611,45.152359939178645
N3004,1585781.1513690844,7772853.766025762,"(1585781.1513690844, 7772853.7660257621)","(1.5505539061745304, 45.150502297052881)",1.5505539061745304,45.15050229705288
N3005,1580386.0084817186,7772676.220054195,"(1580386.0084817186, 7772676.2200541953)","(1.482151998037442, 45.147961711812464)",1.482151998037442,45.147961711812464
N3006,1581804.6636369557,7772284.375970145,"(1581804.6636369557, 7772284.3759701448)","(1.5002476031689183, 45.144697167782951)",1.5002476031689183,45.14469716778295
N3007,1582481.5099652475,7769869.669228946,"(1582481.5099652475, 7769869.6692289459)","(1.5094352479247148, 45.123139526940477)",1.5094352479247148,45.12313952694048
N3008,1582619.507989228,7774006.245726054,"(1582619.507989228, 7774006.2457260536)","(1.5101555848464818, 45.160299084636776)",1.5101555848464818,45.160299084636776
N3009,1580273.3666576573,7773469.392293901,"(1580273.3666576573, 7773469.3922939012)","(1.4805215770765594, 45.15506202892626)",1.4805215770765594,45.15506202892626
N3010,1585128.93649832,7772846.759041843,"(1585128.93649832, 7772846.759041843)","(1.5422809843692205, 45.150327266302)",1.5422809843692205,45.150327266302
N3011,1582576.8377449976,7774504.081552558,"(1582576.8377449976, 7774504.0815525576)","(1.5094900894208745, 45.164760868230573)",1.5094900894208745,45.16476086823057
N3012,1582962.6294489356,7772759.519934391,"(1582962.6294489356, 7772759.5199343907)","(1.5148190540441291, 45.149167086910595)",1.514819054044129,45.149167086910595
