,GeoPoint,Shape,x,y,node,xyGPS,xGPS,yGPS
LV786,"7774121.40866, 1578748.47919","[1578748.4791846867, 7774121.408659107]",1578748.47919,7774121.40866,N3374,"(1.4610064156051594, 45.160639601390294)",1.4610064156051594,45.160639601390294
LV787,"7773375.58887, 1578908.73397","[1578908.7339717762, 7773375.5888737375]",1578908.73397,7773375.58887,N3375,"(1.4632315079051506, 45.153973295090289)",1.4632315079051506,45.15397329509029
LV788,"7772621.41379, 1579083.8921","[1579083.89210225, 7772621.413794542]",1579083.8921,7772621.41379,N3376,"(1.4656472538051442, 45.147234682190245)",1.4656472538051442,45.147234682190245
LV789,"7789062.48792, 1588908.37975","[1588908.3797512562, 7789062.487922647]",1588908.37975,7789062.48792,N3377,"(1.586399748904751, 45.29655552239074)",1.586399748904751,45.29655552239074
LV790,"7789969.37341, 1587623.52521","[1587623.525211578, 7789969.373411556]",1587623.52521,7789969.37341,N3378,"(1.5698369189048076, 45.304482141090752)",1.5698369189048076,45.30448214109075
LV791,"7789869.50876, 1587030.26756","[1587030.2675643377, 7789869.508763729]",1587030.26756,7789869.50876,N3379,"(1.5623126714048312, 45.303484853390749)",1.5623126714048312,45.30348485339075
LV792,"7789384.29597, 1588133.35751","[1588133.3575125008, 7789384.295972288]",1588133.35751,7789384.29597,N3380,"(1.576463401004784, 45.299314912090736)",1.576463401004784,45.299314912090736
LV793,"7781733.70382, 1578258.29945","[1578258.299447579, 7781733.703816282]",1578258.29945,7781733.70382,N3381,"(1.4528176239051946, 45.228890384490505)",1.4528176239051946,45.228890384490505
LV794,"7780842.20664, 1579535.69948","[1579535.699475325, 7780842.206635508]",1579535.69948,7780842.20664,N3382,"(1.4692757497051374, 45.221119148690505)",1.4692757497051374,45.221119148690505
LV795,"7781402.99208, 1579839.28618","[1579839.2861789444, 7781402.992079439]",1579839.28618,7781402.99208,N3383,"(1.4729890309051248, 45.226208717190509)",1.4729890309051248,45.22620871719051
LV796,"7779839.82001, 1580888.09535","[1580888.0953500685, 7779839.82000904]",1580888.09535,7779839.82001,N3384,"(1.4867097584050786, 45.212363328690472)",1.4867097584050786,45.21236332869047
LV797,"7778306.50885, 1580316.07638","[1580316.076382851, 7778306.508849539]",1580316.07638,7778306.50885,N3385,"(1.4798343549051007, 45.198495002890432)",1.4798343549051007,45.19849500289043
LV798,"7777600.25688, 1580000.7744","[1580000.7743919573, 7777600.25687911]",1580000.7744,7777600.25688,N3386,"(1.476010676705112, 45.192097744990392)",1.476010676705112,45.19209774499039
LV799,"7766917.87152, 1601205.65063","[1601205.6506341137, 7766917.871519871]",1601205.65063,7766917.87152,N3387,"(1.7474963572041931, 45.099677533790114)",1.747496357204193,45.099677533790114
LV800,"7767339.38651, 1601129.29748","[1601129.2974782484, 7767339.386505821]",1601129.29748,7767339.38651,N3388,"(1.7464403025041995, 45.103450347690092)",1.7464403025041995,45.10345034769009
LV801,"7767278.57173, 1599605.20004","[1599605.2000405465, 7767278.571729376]",1599605.20004,7767278.57173,N3389,"(1.7271331303042619, 45.1026766924901)",1.7271331303042619,45.1026766924901
LV802,"7763174.66832, 1585371.15292","[1585371.1529225826, 7763174.668322923]",1585371.15292,7763174.66832,N3390,"(1.5477017427048614, 45.063541933889994)",1.5477017427048614,45.063541933889994
LV803,"7762845.7681, 1588002.00335","[1588002.00334887, 7762845.768098454]",1588002.00335,7762845.7681,N3391,"(1.5811035086047478, 45.061036138589969)",1.5811035086047478,45.06103613858997
LV804,"7765439.48681, 1588551.72341","[1588551.723414863, 7765439.486808096]",1588551.72341,7765439.48681,N3392,"(1.5874549279047303, 45.084411620990053)",1.5874549279047303,45.08441162099005
LV805,"7761284.08141, 1587808.82438","[1587808.824377681, 7761284.08140903]",1587808.82438,7761284.08141,N3393,"(1.579026993704753, 45.046984930789918)",1.579026993704753,45.04698493078992
LV806,"7760299.85761, 1589355.68789","[1589355.6878896, 7760299.857614415]",1589355.68789,7760299.85761,N3394,"(1.5988445816046875, 45.038408068289904)",1.5988445816046875,45.038408068289904
LV807,"7765951.69857, 1588194.69125","[1588194.6912529592, 7765951.698574842]",1588194.69125,7765951.69857,N3395,"(1.5828096142047443, 45.088949995690058)",1.5828096142047443,45.08894999569006
LV808,"7778967.63377, 1580316.24585","[1580316.2458435073, 7778967.633774433]",1580316.24585,7778967.63377,N3396,"(1.4796683599051033, 45.204430431190438)",1.4796683599051033,45.20443043119044
LV809,"7775926.16645, 1579382.21907","[1579382.2190652012, 7775926.166454764]",1579382.21907,7775926.16645,N3397,"(1.4685859852051373, 45.176956725990372)",1.4685859852051373,45.17695672599037
LV810,"7778105.1957, 1580909.18514","[1580909.1851434477, 7778105.195695502]",1580909.18514,7778105.1957,N3398,"(1.4874166686050754, 45.196794046890417)",1.4874166686050754,45.19679404689042
LV811,"7777222.00695, 1581450.13425","[1581450.134246741, 7777222.006951341]",1581450.13425,7777222.00695,N3399,"(1.494507933205051, 45.188961610690392)",1.494507933205051,45.18896161069039
LV812,"7777974.12979, 1583365.5508","[1583365.550801095, 7777974.129786373]",1583365.5508,7777974.12979,N3400,"(1.5186396702049707, 45.196052281790408)",1.5186396702049707,45.19605228179041
LV813,"7775917.36123, 1580840.07676","[1580840.0767572052, 7775917.361230959]",1580840.07676,7775917.36123,N3401,"(1.4870928561050749, 45.177140134890358)",1.487092856105075,45.17714013489036
LV814,"7776313.73175, 1586470.70237","[1586470.7023682704, 7776313.731754155]",1586470.70237,7776313.73175,N3402,"(1.5584686151048335, 45.181682365090346)",1.5584686151048335,45.181682365090346
LV815,"7773496.72186, 1581810.40634","[1581810.4063379255, 7773496.721864995]",1581810.40634,7773496.72186,N3403,"(1.5000165416050275, 45.155581824390282)",1.5000165416050275,45.15558182439028
LV816,"7786107.95672, 1594825.70006","[1594825.700062815, 7786107.956718634]",1594825.70006,7786107.95672,N3404,"(1.662341831004494, 45.270990413490644)",1.662341831004494,45.270990413490644
LV817,"7759498.06579, 1593928.99542","[1593928.995411861, 7759498.065790961]",1593928.99542,7759498.06579,N3405,"(1.6569263924044915, 45.031952765389882)",1.6569263924044915,45.03195276538988
LV818,"7785633.80807, 1586174.26312","[1586174.2631213833, 7785633.808072193]",1586174.26312,7785633.80807,N3406,"(1.5524492584048615, 45.265308146490632)",1.5524492584048615,45.26530814649063
LV819,"7755136.28682, 1596919.66087","[1596919.6608745742, 7755136.286815863]",1596919.66087,7755136.28682,N3407,"(1.6957354724043585, 44.993267284589763)",1.6957354724043585,44.99326728458976
LV820,"7756168.26623, 1596202.46795","[1596202.4679442463, 7756168.266226638]",1596202.46795,7756168.26623,N3408,"(1.6864367999043897, 45.002419757389788)",1.6864367999043897,45.00241975738979
LV821,"7774044.65802, 1584796.42215","[1584796.4221449613, 7774044.658017985]",1584796.42215,7774044.65802,N3409,"(1.5377696416049027, 45.161023960190285)",1.5377696416049027,45.161023960190285
LV822,"7773092.61443, 1584173.49772","[1584173.4977189351, 7773092.614431155]",1584173.49772,7773092.61443,N3410,"(1.5300990390049265, 45.152369005490264)",1.5300990390049265,45.152369005490264
LV823,"7773146.13844, 1583741.03642","[1583741.036420477, 7773146.138442631]",1583741.03642,7773146.13844,N3411,"(1.5245990511049472, 45.15277419089027)",1.5245990511049472,45.15277419089027
LV824,"7775257.19324, 1585111.39994","[1585111.3999346984, 7775257.193242757]",1585111.39994,7775257.19324,N3412,"(1.5414708883048924, 45.171963981090329)",1.5414708883048924,45.17196398109033
LV825,"7774842.1119, 1583141.57302","[1583141.5730270431, 7774842.111904544]",1583141.57302,7774842.1119,N3413,"(1.5165728895049735, 45.167894855490317)",1.5165728895049735,45.16789485549032
LV826,"7774041.08162, 1583388.43878","[1583388.4387829877, 7774041.08161843]",1583388.43878,7774041.08162,N3414,"(1.5199040894049629, 45.160746869090289)",1.519904089404963,45.16074686909029
LV827,"7775047.44445, 1581791.72378","[1581791.7237823012, 7775047.444450964]",1581791.72378,7775047.44445,N3415,"(1.4993905213050327, 45.169500031590331)",1.4993905213050327,45.16950003159033
LV828,"7773702.80887, 1581460.15889","[1581460.158889107, 7773702.808866187]",1581460.15889,7773702.80887,N3416,"(1.495520769605043, 45.157369718590296)",1.495520769605043,45.157369718590296
LV829,"7773200.49894, 1582302.02493","[1582302.0249296862, 7773200.498936293]",1582302.02493,7773200.49894,N3417,"(1.5063281828050088, 45.153009549990273)",1.5063281828050088,45.15300954999027
LV830,"7773521.5785, 1582610.75341","[1582610.7534143336, 7773521.578496278]",1582610.75341,7773521.5785,N3418,"(1.5101652058049941, 45.155946476490257)",1.5101652058049941,45.15594647649026
LV831,"7773692.4076, 1582702.06835","[1582702.0683525223, 7773692.407599912]",1582702.06835,7773692.4076,N3419,"(1.51128131300499, 45.157496164790302)",1.51128131300499,45.1574961647903
LV832,"7773332.70233, 1583526.39527","[1583526.395277317, 7773332.702330701]",1583526.39527,7773332.70233,N3420,"(1.5218297102049552, 45.154411564090275)",1.5218297102049552,45.154411564090275
LV833,"7772852.74182, 1586394.63508","[1586394.6350849383, 7772852.741818703]",1586394.63508,7772852.74182,N3421,"(1.558337432504832, 45.150597987290269)",1.558337432504832,45.15059798729027
LV834,"7773579.69994, 1585109.64889","[1585109.6488842042, 7773579.699944931]",1585109.64889,7773579.69994,N3422,"(1.541857656304888, 45.156903890790296)",1.541857656304888,45.156903890790296
LV835,"7774843.2525, 1585067.60704","[1585067.6070403887, 7774843.252497415]",1585067.60704,7774843.2525,N3423,"(1.541016049204891, 45.168240230090341)",1.541016049204891,45.16824023009034
LV836,"7772410.35788, 1581155.87152","[1581155.8715198238, 7772410.357878229]",1581155.87152,7772410.35788,N3424,"(1.4919856443050552, 45.145712747190238)",1.4919856443050552,45.14571274719024
LV837,"7772134.03488, 1581195.57813","[1581195.5781285062, 7772134.0348757375]",1581195.57813,7772134.03488,N3425,"(1.4925589636050529, 45.143239201290228)",1.492558963605053,45.14323920129023
LV838,"7772488.395, 1582804.37756","[1582804.3775606598, 7772488.394997957]",1582804.37756,7772488.395,N3426,"(1.5128787708049849, 45.14670528799023)",1.512878770804985,45.14670528799023
LV839,"7772038.62715, 1583642.54584","[1583642.545837222, 7772038.627150079]",1583642.54584,7772038.62715,N3427,"(1.5236227602049495, 45.142814457390251)",1.5236227602049495,45.14281445739025
LV840,"7772695.16437, 1584687.23043","[1584687.2304243715, 7772695.16437288]",1584687.23043,7772695.16437,N3428,"(1.5367141758049063, 45.148890039190263)",1.5367141758049063,45.14889003919026
LV841,"7772439.97438, 1585259.40895","[1585259.4089470915, 7772439.974382238]",1585259.40895,7772439.97438,N3429,"(1.5440352703048812, 45.146697869090239)",1.5440352703048812,45.14669786909024
LV842,"7772510.09931, 1586470.43637","[1586470.4363666761, 7772510.09931244]",1586470.43637,7772510.09931,N3430,"(1.559381630304828, 45.147534846890252)",1.559381630304828,45.14753484689025
LV843,"7771176.44318, 1583240.7717","[1583240.7717030407, 7771176.4431766905]",1583240.7717,7771176.44318,N3431,"(1.5187396517049636, 45.135004112490222)",1.5187396517049636,45.13500411249022
LV844,"7769450.89025, 1585680.7529","[1585680.752904171, 7769450.890248414]",1585680.7529,7769450.89025,N3432,"(1.5501047908048569, 45.119936363590163)",1.5501047908048569,45.11993636359016
LV845,"7775001.59057, 1581662.01424","[1581662.0142364567, 7775001.590565638]",1581662.01424,7775001.59057,N3433,"(1.4977558544050389, 45.169065345090317)",1.4977558544050389,45.16906534509032
LV846,"7773651.57906, 1583565.09061","[1583565.090610276, 7773651.579056899]",1583565.09061,7773651.57906,N3434,"(1.5222419040049546, 45.157281023690302)",1.5222419040049546,45.1572810236903
LV847,"7773497.00165, 1580977.1719","[1580977.1719073253, 7773497.001654733]",1580977.1719,7773497.00165,N3435,"(1.4894443968050646, 45.155435996490283)",1.4894443968050646,45.15543599649028
LV848,"7772041.93927, 1584859.77061","[1584859.7706118864, 7772041.9392673485]",1584859.77061,7772041.93927,N3436,"(1.5390626207048961, 45.143055619790246)",1.539062620704896,45.143055619790246
LV849,"7772872.14966, 1583228.94065","[1583228.94065416, 7772872.149661183]",1583228.94065,7772872.14966,N3437,"(1.5181697363049673, 45.150224931190237)",1.5181697363049673,45.15022493119024
LV850,"7769095.87148, 1581421.54858","[1581421.5485809236, 7769095.871477441]",1581421.54858,7769095.87148,N3438,"(1.4961889499050391, 45.116005397890135)",1.4961889499050391,45.116005397890135
LV851,"7773059.30126, 1582103.35535","[1582103.3553496066, 7773059.301257552]",1582103.35535,7773059.30126,N3439,"(1.5038428860050164, 45.151706840990279)",1.5038428860050164,45.15170684099028
LV852,"7773702.15007, 1584470.27299","[1584470.272992047, 7773702.15007449]",1584470.27299,7773702.15007,N3440,"(1.5337149528049154, 45.157892613090318)",1.5337149528049154,45.15789261309032
LV853,"7774361.34615, 1585948.84876","[1585948.8487667341, 7774361.346151568]",1585948.84876,7774361.34615,N3441,"(1.5523166994048552, 45.164065352390303)",1.5523166994048552,45.1640653523903
LV854,"7774519.15098, 1584114.5205","[1584114.5204988935, 7774519.15098162]",1584114.5205,7774519.15098,N3442,"(1.5290000287049328, 45.165165450590301)",1.5290000287049328,45.1651654505903
LV855,"7773255.90622, 1583014.45403","[1583014.454034848, 7773255.906221246]",1583014.45403,7773255.90622,N3443,"(1.5153533580049776, 45.153632438090263)",1.5153533580049776,45.15363243809026
LV856,"7772144.9185, 1579749.61129","[1579749.6112952773, 7772144.918504935]",1579749.61129,7772144.9185,N3444,"(1.4742140570051143, 45.143077545890229)",1.4742140570051143,45.14307754589023
LV857,"7773804.38186, 1582938.63568","[1582938.6356805044, 7773804.381860273]",1582938.63568,7773804.38186,N3445,"(1.5142551945049818, 45.158543017590276)",1.5142551945049818,45.158543017590276
LV858,"7771806.26722, 1580094.82431","[1580094.8243078466, 7771806.267216958]",1580094.82431,7771806.26722,N3446,"(1.4786791839050977, 45.140099606190233)",1.4786791839050977,45.14009960619023
LV859,"7771411.47183, 1595963.94413","[1595963.9441306146, 7771411.471832708]",1595963.94413,7771411.47183,N3447,"(1.6800652160044238, 45.139221637090209)",1.6800652160044238,45.13922163709021
LV860,"7772178.53054, 1597714.24111","[1597714.241107317, 7772178.530539789]",1597714.24111,7772178.53054,N3448,"(1.7021009976043513, 45.146379011690243)",1.7021009976043513,45.14637901169024
LV861,"7784985.1983, 1580150.64702","[1580150.6470190878, 7784985.198304765]",1580150.64702,7784985.1983,N3449,"(1.4760310332051172, 45.258426140890599)",1.4760310332051172,45.2584261408906
LV862,"7784507.01929, 1582054.78684","[1582054.7868403946, 7784507.019292452]",1582054.78684,7784507.01929,N3450,"(1.5003572599050363, 45.254473447490597)",1.5003572599050363,45.2544734474906
LV863,"7787537.01847, 1580778.01795","[1580778.0179561456, 7787537.018465458]",1580778.01795,7787537.01847,N3451,"(1.4833582046050962, 45.281449955190681)",1.4833582046050962,45.28144995519068
LV864,"7783410.6237, 1579263.78755","[1579263.7875430733, 7783410.623704731]",1579263.78755,7783410.6237,N3452,"(1.4651617931051553, 45.244128989290566)",1.4651617931051553,45.244128989290566
LV865,"7784946.90578, 1578715.47604","[1578715.476041069, 7784946.905783347]",1578715.47604,7784946.90578,N3453,"(1.4577967040051809, 45.257822096590594)",1.457796704005181,45.257822096590594
LV866,"7784442.26043, 1578992.16619","[1578992.166188842, 7784442.260426576]",1578992.16619,7784442.26043,N3454,"(1.4614440465051675, 45.253341737590588)",1.4614440465051675,45.25334173759059
LV867,"7785246.56303, 1581185.67967","[1581185.679670339, 7785246.563030373]",1581185.67967,7785246.56303,N3455,"(1.4891225779050752, 45.260958501690631)",1.4891225779050752,45.26095850169063
LV868,"7777188.10519, 1594495.77719","[1594495.7771908839, 7777188.105194132]",1594495.77719,7777188.10519,N3456,"(1.6601486294044947, 45.190852391890395)",1.6601486294044947,45.190852391890395
LV869,"7776758.48742, 1594265.74383","[1594265.7438235923, 7776758.487415897]",1594265.74383,7776758.48742,N3457,"(1.6573244142045036, 45.186958783490383)",1.6573244142045036,45.18695878349038
LV870,"7776552.89091, 1598350.19897","[1598350.1989744026, 7776552.890908738]",1598350.19897,7776552.89091,N3458,"(1.7092254103043298, 45.18574902689037)",1.7092254103043298,45.18574902689037
LV871,"7776569.49966, 1599211.75859","[1599211.7585876593, 7776569.499656721]",1599211.75859,7776569.49966,N3459,"(1.7201600728042925, 45.186029116990355)",1.7201600728042925,45.186029116990355
LV872,"7775796.13028, 1596432.50937","[1596432.5093711945, 7775796.130277631]",1596432.50937,7775796.13028,N3460,"(1.685045367204411, 45.178659289690344)",1.685045367204411,45.178659289690344
LV873,"7775166.17765, 1595085.27766","[1595085.2776544194, 7775166.177647927]",1595085.27766,7775166.17765,N3461,"(1.6680839104044676, 45.172792730490322)",1.6680839104044676,45.17279273049032
LV874,"7770461.89933, 1601303.98343","[1601303.9834308983, 7770461.899332788]",1601303.98343,7770461.89933,N3462,"(1.7480018517041949, 45.131508857690186)",1.7480018517041949,45.131508857690186
LV875,"7770876.16584, 1599560.2171","[1599560.217107255, 7770876.165835951]",1599560.2171,7770876.16584,N3463,"(1.725797405104271, 45.134967522790205)",1.725797405104271,45.134967522790205
LV876,"7770068.46835, 1598333.51825","[1598333.5182536438, 7770068.46834711]",1598333.51825,7770068.46835,N3464,"(1.7104122368043198, 45.127530320390193)",1.7104122368043198,45.12753032039019
LV877,"7764242.89382, 1590871.53274","[1590871.5327460358, 7764242.893823511]",1590871.53274,7764242.89382,N3465,"(1.6171268854046295, 45.074053317090019)",1.6171268854046295,45.07405331709002
LV878,"7763332.74911, 1589931.8424","[1589931.842394387, 7763332.749113509]",1589931.8424,7763332.74911,N3466,"(1.6054336646046665, 45.065728718289982)",1.6054336646046665,45.06572871828998
LV879,"7783954.60088, 1591916.57767","[1591916.577666811, 7783954.600881259]",1591916.57767,7783954.60088,N3467,"(1.625845854404615, 45.251189742190583)",1.625845854404615,45.25118974219058
LV880,"7779340.73341, 1595932.02368","[1595932.0236791621, 7779340.7334133815]",1595932.02368,7779340.73341,N3468,"(1.6779084968044353, 45.210405084990455)",1.6779084968044353,45.210405084990455
LV881,"7764647.42952, 1597022.51293","[1597022.5129286102, 7764647.429521577]",1597022.51293,7764647.42952,N3469,"(1.6949680198043691, 45.078662487690018)",1.694968019804369,45.07866248769002
LV882,"7773901.90507, 1584937.06555","[1584937.0655462043, 7773901.9050730765]",1584937.06555,7773901.90507,N3470,"(1.5395891801048953, 45.159766701390296)",1.5395891801048953,45.159766701390296
LV883,"7781792.41119, 1594015.17955","[1594015.1795469176, 7781792.411193504]",1594015.17955,7781792.41119,N3471,"(1.6530091697045215, 45.232114423390527)",1.6530091697045215,45.23211442339053
LV884,"7761662.59966, 1595090.29333","[1595090.293335625, 7761662.599655665]",1595090.29333,7761662.59966,N3472,"(1.6711480558044471, 45.051566732789929)",1.6711480558044471,45.05156673278993
LV885,"7769642.13204, 1592772.03363","[1592772.0336379113, 7769642.132035132]",1592772.03363,7769642.13204,N3473,"(1.639979198704558, 45.122831493090189)",1.639979198704558,45.12283149309019
LV886,"7784403.18458, 1591952.05729","[1591952.0572886725, 7784403.184579447]",1591952.05729,7784403.18458,N3474,"(1.6261936406046147, 45.255223111390585)",1.6261936406046147,45.255223111390585
LV887,"7769180.95246, 1579892.22708","[1579892.2270745486, 7769180.952464213]",1579892.22708,7769180.95246,N3475,"(1.4767776308051017, 45.116495426690136)",1.4767776308051017,45.116495426690136
LV888,"7767638.25219, 1580487.78128","[1580487.7812768784, 7767638.252194435]",1580487.78128,7767638.25219,N3476,"(1.4847189773050746, 45.102753700290094)",1.4847189773050746,45.102753700290094
LV889,"7787746.39862, 1583415.9512","[1583415.9511929208, 7787746.398623196]",1583415.9512,7787746.39862,N3477,"(1.5168551075049832, 45.283797870590675)",1.5168551075049832,45.283797870590675
LV890,"7763929.8745, 1591171.94971","[1591171.9497084823, 7763929.874503268]",1591171.94971,7763929.8745,N3478,"(1.6210049672046161, 45.071292425190002)",1.621004967204616,45.07129242519
LV891,"7768025.38189, 1580927.21849","[1580927.2184906774, 7768025.381892389]",1580927.21849,7768025.38189,N3479,"(1.4901914722050567, 45.106307537190133)",1.4901914722050567,45.10630753719013
LV892,"7760340.835, 1593672.11513","[1593672.1151290408, 7760340.835003864]",1593672.11513,7760340.835,N3480,"(1.6534851944045046, 45.039477186789895)",1.6534851944045046,45.039477186789895
LV893,"7778871.72503, 1585868.21724","[1585868.2172409177, 7778871.725028723]",1585868.21724,7778871.72503,N3481,"(1.5502002383048639, 45.204544569290427)",1.5502002383048639,45.20454456929043
LV894,"7779662.11788, 1585322.2552","[1585322.2551996012, 7779662.117883458]",1585322.2552,7779662.11788,N3482,"(1.5430739958048889, 45.211546814990434)",1.543073995804889,45.211546814990434
LV895,"7774197.18377, 1584650.30349","[1584650.3034852992, 7774197.183774205]",1584650.30349,7774197.18377,N3483,"(1.5358781463049078, 45.162367977190293)",1.5358781463049078,45.16236797719029
LV896,"7773028.9611, 1581923.18511","[1581923.1851092845, 7773028.961095189]",1581923.18511,7773028.9611,N3484,"(1.5015646434050218, 45.151402561090265)",1.5015646434050218,45.151402561090265
LV897,"7771422.13113, 1588108.68944","[1588108.6894385682, 7771422.131133586]",1588108.68944,7771422.13113,N3485,"(1.5804232712047566, 45.138044774290201)",1.5804232712047566,45.1380447742902
LV898,"7772078.6846, 1594916.62016","[1594916.620158758, 7772078.684600994]",1594916.62016,7772078.6846,N3486,"(1.666631575204468, 45.145047310690217)",1.666631575204468,45.14504731069022
LV899,"7773413.99542, 1596016.30765","[1596016.307642709, 7773413.995420938]",1596016.30765,7773413.99542,N3487,"(1.680287810004423, 45.157207899290277)",1.680287810004423,45.15720789929028
LV900,"7771591.04785, 1596360.88773","[1596360.887736956, 7771591.047845374]",1596360.88773,7771591.04785,N3488,"(1.6850608831044085, 45.140895657190228)",1.6850608831044085,45.14089565719023
LV901,"7785784.63877, 1579347.25789","[1579347.257893801, 7785784.638766517]",1579347.25789,7785784.63877,N3489,"(1.4656127128051546, 45.265458372090606)",1.4656127128051546,45.265458372090606
LV902,"7786057.71264, 1579689.04429","[1579689.0442912246, 7786057.712643496]",1579689.04429,7786057.71264,N3490,"(1.4698881769051404, 45.267972039890623)",1.4698881769051404,45.26797203989062
LV903,"7783757.29067, 1578318.63032","[1578318.6303181213, 7783757.290674022]",1578318.63032,7783757.29067,N3491,"(1.4530601696051957, 45.247069120190567)",1.4530601696051957,45.24706912019057
LV904,"7783595.40873, 1581096.174","[1581096.1739999657, 7783595.408728778]",1581096.174,7783595.40873,N3492,"(1.4884027181050759, 45.246118139090548)",1.4884027181050759,45.24611813909055
LV905,"7784451.77303, 1579461.17656","[1579461.1765632038, 7784451.773033837]",1579461.17656,7784451.77303,N3493,"(1.4674032214051478, 45.253512328990602)",1.4674032214051478,45.2535123289906
LV906,"7782371.29232, 1578708.4493","[1578708.4492974922, 7782371.292316312]",1578708.4493,7782371.29232,N3494,"(1.4583723562051758, 45.234696832990529)",1.4583723562051758,45.23469683299053
LV907,"7776310.37209, 1597707.10741","[1597707.1074103524, 7776310.372091399]",1597707.10741,7776310.37209,N3495,"(1.7011135466043568, 45.183473186790366)",1.7011135466043568,45.183473186790366
LV908,"7768423.85235, 1597278.45325","[1597278.4532478808, 7768423.852354275]",1597278.45325,7768423.85235,N3496,"(1.697389800604362, 45.11260401499014)",1.697389800604362,45.11260401499014
LV909,"7773152.82757, 1600417.2442","[1600417.2442002601, 7773152.827566161]",1600417.2442,7773152.82757,N3497,"(1.7361870578042371, 45.155535550090278)",1.736187057804237,45.15553555009028
LV910,"7769694.69477, 1599401.30888","[1599401.3088825068, 7769694.694772418]",1599401.30888,7769694.69477,N3498,"(1.724033735104276, 45.124336728390162)",1.724033735104276,45.12433672839016
LV911,"7768782.97848, 1598411.6679","[1598411.6679015753, 7768782.978483656]",1598411.6679,7768782.97848,N3499,"(1.7116800251043149, 45.116001682190152)",1.711680025104315,45.11600168219015
LV912,"7769752.56087, 1599000.49118","[1599000.491183235, 7769752.560868401]",1599000.49118,7769752.56087,N3500,"(1.7189384520042921, 45.124795619790156)",1.718938452004292,45.124795619790156
LV913,"7767845.88271, 1597941.57362","[1597941.573622517, 7767845.882706546]",1597941.57362,7767845.88271,N3501,"(1.7059221086043355, 45.107517155190124)",1.7059221086043355,45.10751715519012
LV914,"7771304.07005, 1600243.17724","[1600243.177238305, 7771304.070053274]",1600243.17724,7771304.07005,N3502,"(1.7343694933042428, 45.138911703390214)",1.7343694933042428,45.138911703390214
LV915,"7773377.36383, 1584260.93693","[1584260.936933814, 7773377.363830806]",1584260.93693,7773377.36383,N3503,"(1.5311385029049227, 45.15494052109031)",1.5311385029049227,45.15494052109031
LV916,"7773267.61844, 1584346.47032","[1584346.4703166538, 7773267.618444425]",1584346.47032,7773267.61844,N3504,"(1.5322506740049204, 45.153970141190257)",1.5322506740049204,45.15397014119026
LV917,"7773334.21408, 1584476.97977","[1584476.9797653821, 7773334.214080686]",1584476.97977,7773334.21408,N3505,"(1.5338902265049141, 45.154590642790275)",1.5338902265049141,45.154590642790275
LV918,"7775357.32983, 1582948.19344","[1582948.193443194, 7775357.329828192]",1582948.19344,7775357.32983,N3506,"(1.5139907053049837, 45.172486289190331)",1.5139907053049837,45.17248628919033
LV919,"7775044.81726, 1582723.10467","[1582723.1046701253, 7775044.817263844]",1582723.10467,7775044.81726,N3507,"(1.5112116610049926, 45.169641096490317)",1.5112116610049926,45.16964109649032
LV920,"7775417.91083, 1583392.59516","[1583392.5951638941, 7775417.910830104]",1583392.59516,7775417.91083,N3508,"(1.519616095504964, 45.173108116890333)",1.519616095504964,45.17310811689033
LV921,"7774015.72647, 1584289.88517","[1584289.8851724805, 7774015.726471669]",1584289.88517,7774015.72647,N3509,"(1.531349085504923, 45.160676434190307)",1.531349085504923,45.16067643419031
LV922,"7774269.19873, 1584264.44928","[1584264.44927919, 7774269.198727876]",1584264.44928,7774269.19873,N3510,"(1.5309640729049243, 45.162947564790294)",1.5309640729049243,45.162947564790294
LV923,"7774398.51492, 1584259.67303","[1584259.673026951, 7774398.514922191]",1584259.67303,7774398.51492,N3511,"(1.5308717019049261, 45.164107673990294)",1.530871701904926,45.164107673990294
LV924,"7773931.64198, 1584458.63682","[1584458.636821597, 7773931.6419768995]",1584458.63682,7773931.64198,N3512,"(1.5335110468049176, 45.159950856190299)",1.5335110468049176,45.1599508561903
LV925,"7774028.93092, 1580391.43821","[1580391.4382120306, 7774028.930924095]",1580391.43821,7774028.93092,N3513,"(1.4818776626050898, 45.160106415690308)",1.4818776626050898,45.16010641569031
LV926,"7773186.47967, 1580295.75853","[1580295.7585292556, 7773186.479665919]",1580295.75853,7773186.47967,N3514,"(1.4808775207050924, 45.152526254490276)",1.4808775207050924,45.152526254490276
LV927,"7773342.80711, 1582740.40779","[1582740.407789014, 7773342.807112279]",1582740.40779,7773342.80711,N3515,"(1.511854750604988, 45.15436440589027)",1.511854750604988,45.15436440589027
LV928,"7773732.99843, 1584524.38058","[1584524.3805801605, 7773732.998429682]",1584524.38058,7773732.99843,N3516,"(1.5343939494049137, 45.158178934790271)",1.5343939494049137,45.15817893479027
LV929,"7774679.82704, 1582403.48289","[1582403.4828972747, 7774679.827044824]",1582403.48289,7774679.82704,N3517,"(1.5072463180050053, 45.166308038390312)",1.5072463180050053,45.16630803839031
LV930,"7773282.14561, 1584892.35715","[1584892.3571441465, 7773282.145605418]",1584892.35715,7773282.14561,N3518,"(1.5391732170048975, 45.154195095990275)",1.5391732170048975,45.154195095990275
LV931,"7773084.69772, 1585126.66976","[1585126.669755851, 7773084.697720864]",1585126.66976,7773084.69772,N3519,"(1.5421942509048858, 45.152462956890261)",1.5421942509048858,45.15246295689026
