,GeoPoint,Shape,x,y,node,xyGPS,xGPS,yGPS
LV488,"7783881.47852, 1580436.17969","[1580436.1796916092, 7783881.478522574]",1580436.17969,7783881.47852,N3076,"(1.4799417879051047, 45.248568175690579)",1.4799417879051047,45.24856817569058
LV489,"7775858.86091, 1597986.95911","[1597986.9591107154, 7775858.860910857]",1597986.95911,7775858.86091,N3077,"(1.7047641416043444, 45.179462430790359)",1.7047641416043444,45.17946243079036
LV490,"7769554.84381, 1599374.64603","[1599374.6460335674, 7769554.843805366]",1599374.64603,7769554.84381,N3078,"(1.7237254330042748, 45.123077179090167)",1.7237254330042748,45.12307717909017
LV491,"7769195.05823, 1599354.54393","[1599354.5439298174, 7769195.05822514]",1599354.54393,7769195.05823,N3079,"(1.7235472384042754, 45.119844142890145)",1.7235472384042754,45.119844142890145
LV492,"7769216.96928, 1599979.99175","[1599979.9917469332, 7769216.96928202]",1599979.99175,7769216.96928,N3080,"(1.731473460404249, 45.120134977990148)",1.731473460404249,45.12013497799015
LV493,"7770643.03448, 1599153.23586","[1599153.2358589268, 7770643.034483356]",1599153.23586,7770643.03448,N3081,"(1.7206851568042882, 45.132813088890188)",1.7206851568042882,45.13281308889019
LV494,"7769930.98262, 1595722.67055","[1595722.6705528786, 7769930.9826174565]",1595722.67055,7769930.98262,N3082,"(1.6773319570044309, 45.125892724790177)",1.677331957004431,45.12589272479018
LV495,"7771359.23584, 1599892.00642","[1599892.006413787, 7771359.235841983]",1599892.00642,7771359.23584,N3083,"(1.7299032552042559, 45.139354309190203)",1.729903255204256,45.1393543091902
LV496,"7768906.70592, 1600616.0054","[1600616.0054002835, 7768906.705924661]",1600616.0054,7768906.70592,N3084,"(1.7396036865042237, 45.11744467879015)",1.7396036865042237,45.11744467879015
LV497,"7769347.98182, 1600068.0827","[1600068.0827005042, 7769347.981824445]",1600068.0827,7769347.98182,N3085,"(1.7325627479042469, 45.121324364490157)",1.732562747904247,45.12132436449016
LV498,"7758276.91477, 1597569.5955","[1597569.595497207, 7758276.914771227]",1597569.5955,7758276.91477,N3086,"(1.7032787179043352, 45.021559163089847)",1.7032787179043352,45.02155916308985
LV499,"7757659.16579, 1597557.75065","[1597557.7506445774, 7757659.165786932]",1597557.75065,7757659.16579,N3087,"(1.7032623669043372, 45.016012040289802)",1.7032623669043372,45.0160120402898
LV500,"7774134.44114, 1585048.80561","[1585048.8056066965, 7774134.441138388]",1585048.80561,7774134.44114,N3088,"(1.5409503493048908, 45.161873590090316)",1.5409503493048908,45.161873590090316
LV501,"7773918.69543, 1584659.93561","[1584659.935608416, 7773918.695432059]",1584659.93561,7773918.69543,N3089,"(1.5360685316049081, 45.159869512090275)",1.536068531604908,45.159869512090275
LV502,"7773566.78699, 1584153.51707","[1584153.5170712948, 7773566.786989717]",1584153.51707,7773566.78699,N3090,"(1.5297290094049296, 45.156622388790282)",1.5297290094049296,45.15662238879028
LV503,"7773659.46952, 1584731.61501","[1584731.615002711, 7773659.469521167]",1584731.61501,7773659.46952,N3091,"(1.5370414799049041, 45.157554719390262)",1.5370414799049041,45.15755471939026
LV504,"7775112.62603, 1583670.25726","[1583670.2572575107, 7775112.626031358]",1583670.25726,7775112.62603,N3092,"(1.5232156365049518, 45.170415957290352)",1.5232156365049518,45.17041595729035
LV505,"7775508.26198, 1585052.9031","[1585052.9031015127, 7775508.261979567]",1585052.9031,7775508.26198,N3093,"(1.5406671811048944, 45.174207888890344)",1.5406671811048944,45.174207888890344
LV506,"7775203.06365, 1583225.19516","[1583225.1951559698, 7775203.063653429]",1583225.19516,7775203.06365,N3094,"(1.5175446730049706, 45.171149981490323)",1.5175446730049706,45.17114998149032
LV507,"7774340.14913, 1584033.64362","[1584033.6436235094, 7774340.149134039]",1584033.64362,7774340.14913,N3095,"(1.5280177213049349, 45.163544381690286)",1.5280177213049349,45.163544381690286
LV508,"7774547.58797, 1584357.99941","[1584357.9994076232, 7774547.587974291]",1584357.99941,7774547.58797,N3096,"(1.532082894304921, 45.165463060290328)",1.532082894304921,45.16546306029033
LV509,"7774394.59623, 1584460.05447","[1584460.0544683095, 7774394.596228658]",1584460.05447,7774394.59623,N3097,"(1.5334155339049165, 45.164107281190311)",1.5334155339049165,45.16410728119031
LV510,"7774105.35287, 1584422.11728","[1584422.1172774234, 7774105.352869488]",1584422.11728,7774105.35287,N3098,"(1.5330050438049192, 45.161504011290283)",1.5330050438049192,45.16150401129028
LV511,"7773815.65747, 1582242.78266","[1582242.7826581015, 7773815.65747212]",1582242.78266,7773815.65747,N3099,"(1.5054228743050113, 45.158521604690279)",1.5054228743050113,45.15852160469028
LV512,"7773548.62084, 1583328.61055","[1583328.610551282, 7773548.620835599]",1583328.61055,7773548.62084,N3100,"(1.5192668124049649, 45.156315349690281)",1.5192668124049649,45.15631534969028
LV513,"7773841.00175, 1583185.40229","[1583185.4022879358, 7773841.001751063]",1583185.40229,7773841.00175,N3101,"(1.5173772873049696, 45.158915087090278)",1.5173772873049696,45.15891508709028
LV514,"7773604.06431, 1584342.26971","[1584342.2697059067, 7773604.064314668]",1584342.26971,7773604.06431,N3102,"(1.5321148279049202, 45.156989840290272)",1.5321148279049202,45.15698984029027
LV515,"7773832.32984, 1581538.56357","[1581538.5635691625, 7773832.329840724]",1581538.56357,7773832.32984,N3103,"(1.4964830503050395, 45.158546425990281)",1.4964830503050395,45.15854642599028
LV516,"7776635.89429, 1584811.14847","[1584811.148466399, 7776635.894289523]",1584811.14847,7776635.89429,N3104,"(1.537322901304907, 45.184289630390367)",1.537322901304907,45.18428963039037
LV517,"7776133.92891, 1585307.68997","[1585307.6899691098, 7776133.9289100915]",1585307.68997,7776133.92891,N3105,"(1.5437487287048837, 45.179868845790352)",1.5437487287048837,45.17986884579035
LV518,"7773087.62523, 1584810.38172","[1584810.3817194148, 7773087.625231955]",1584810.38172,7773087.62523,N3106,"(1.5381806572048999, 45.152434630490262)",1.5381806572049,45.15243463049026
LV519,"7774083.57128, 1580941.71675","[1580941.7167464604, 7774083.571281895]",1580941.71675,7774083.57128,N3107,"(1.4888463777050673, 45.160695518990281)",1.4888463777050673,45.16069551899028
LV520,"7773563.43041, 1586216.41821","[1586216.4182149954, 7773563.430411349]",1586216.41821,7773563.43041,N3108,"(1.555904852204842, 45.156947780590286)",1.555904852204842,45.156947780590286
LV521,"7772653.90144, 1580884.0098","[1580884.0097997324, 7772653.901444011]",1580884.0098,7772653.90144,N3109,"(1.4884753765050658, 45.14785056379025)",1.4884753765050658,45.14785056379025
LV522,"7773209.547, 1586620.30216","[1586620.3021623052, 7773209.547001677]",1586620.30216,7773209.547,N3110,"(1.5611146717048223, 45.15383964339027)",1.5611146717048223,45.15383964339027
LV523,"7770211.20943, 1580436.53172","[1580436.5317240371, 7770211.209432504]",1580436.53172,7770211.20943,N3111,"(1.4834177476050807, 45.125841926390173)",1.4834177476050807,45.12584192639017
LV524,"7773511.35798, 1584847.04613","[1584847.046131057, 7773511.357980093]",1584847.04613,7773511.35798,N3112,"(1.5385423255048987, 45.156245012990283)",1.5385423255048987,45.15624501299028
LV525,"7774077.97209, 1582026.83973","[1582026.8397343147, 7774077.97209324]",1582026.83973,7774077.97209,N3113,"(1.5026171724050212, 45.160838308290302)",1.5026171724050212,45.1608383082903
LV526,"7774079.26177, 1580764.30328","[1580764.3032788113, 7774079.261770791]",1580764.30328,7774079.26177,N3114,"(1.4865962342050729, 45.160625098890307)",1.486596234205073,45.16062509889031
LV527,"7773396.94375, 1581159.69742","[1581159.6974180476, 7773396.943747696]",1581159.69742,7773396.94375,N3115,"(1.4917854998050568, 45.154570324590281)",1.4917854998050568,45.15457032459028
LV528,"7773879.03268, 1584406.0256","[1584406.025596167, 7773879.03268306]",1584406.0256,7773879.03268,N3116,"(1.5328563571049185, 45.159469429390278)",1.5328563571049185,45.15946942939028
LV529,"7773643.34363, 1580973.56616","[1580973.5661567873, 7773643.343626781]",1580973.56616,7773643.34363,N3117,"(1.4893616943050652, 45.156749117290261)",1.4893616943050652,45.15674911729026
LV530,"7772986.03984, 1582428.34075","[1582428.3407560168, 7772986.039839472]",1582428.34075,7772986.03984,N3118,"(1.5079842916050004, 45.151106573490253)",1.5079842916050004,45.15110657349025
LV531,"7774473.25915, 1585142.22837","[1585142.2283714248, 7774473.259153861]",1585142.22837,7774473.25915,N3119,"(1.5420532706048877, 45.164931459690301)",1.5420532706048877,45.1649314596903
LV532,"7774144.30355, 1583702.08089","[1583702.0808890632, 7774144.303553242]",1583702.08089,7774144.30355,N3120,"(1.5238585250049494, 45.161728372790293)",1.5238585250049494,45.16172837279029
LV533,"7773124.46664, 1585621.79129","[1585621.7912883982, 7773124.466643748]",1585621.79129,7773124.46664,N3121,"(1.548466432204866, 45.152905163890267)",1.548466432204866,45.15290516389027
LV534,"7772919.26128, 1580048.85472","[1580048.854722046, 7772919.2612759415]",1580048.85472,7772919.26128,N3122,"(1.4778129818051036, 45.150082950290262)",1.4778129818051036,45.15008295029026
LV535,"7773219.96619, 1585149.30585","[1585149.305850723, 7773219.966192595]",1585149.30585,7773219.96619,N3123,"(1.5424484901048863, 45.153681226590265)",1.5424484901048863,45.153681226590265
LV536,"7774734.59856, 1584460.69699","[1584460.6969889873, 7774734.598556474]",1584460.69699,7774734.59856,N3124,"(1.5333403191049189, 45.167159779290301)",1.5333403191049189,45.1671597792903
LV537,"7773555.03394, 1586151.20173","[1586151.2017350602, 7773555.0339424005]",1586151.20173,7773555.03394,N3125,"(1.5550793789048432, 45.156861259290288)",1.5550793789048432,45.15686125929029
LV538,"7774197.21223, 1594171.45791","[1594171.4579083123, 7774197.212231072]",1594171.45791,7774197.21223,N3126,"(1.6567028170045028, 45.163948933590305)",1.6567028170045028,45.163948933590305
LV539,"7782035.44079, 1582985.78596","[1582985.7859588685, 7782035.440787226]",1582985.78596,7782035.44079,N3127,"(1.5128071802049941, 45.232447723690505)",1.512807180204994,45.232447723690505
LV540,"7784498.5806, 1594325.67419","[1594325.67418778, 7784498.580603035]",1594325.67419,7784498.5806,N3128,"(1.6563458299045128, 45.256461103390578)",1.6563458299045128,45.25646110339058
LV541,"7766684.87697, 1587220.58519","[1587220.585192502, 7766684.8769674]",1587220.58519,7766684.87697,N3129,"(1.5702902186047876, 45.095367762290074)",1.5702902186047876,45.095367762290074
LV542,"7767535.04103, 1582880.2208","[1582880.2208018892, 7767535.04103227]",1582880.2208,7767535.04103,N3130,"(1.515070207504972, 45.102251621690115)",1.515070207504972,45.102251621690115
LV543,"7766713.39807, 1583283.25667","[1583283.2566670391, 7766713.398067687]",1583283.25667,7766713.39807,N3131,"(1.5203819058049564, 45.0949464393901)",1.5203819058049564,45.0949464393901
LV544,"7765213.06668, 1582795.83931","[1582795.839309404, 7765213.066679874]",1582795.83931,7765213.06668,N3132,"(1.5145765977049728, 45.081392743490056)",1.5145765977049728,45.081392743490056
LV545,"7768216.92164, 1584865.41494","[1584865.4149406513, 7768216.921641017]",1584865.41494,7768216.92164,N3133,"(1.5400674464048885, 45.10871857089014)",1.5400674464048885,45.10871857089014
LV546,"7767458.85288, 1583091.95473","[1583091.9547327994, 7767458.852875975]",1583091.95473,7767458.85288,N3134,"(1.5177728994049622, 45.101604833390113)",1.5177728994049622,45.10160483339011
LV547,"7786260.82481, 1586834.81175","[1586834.8117528434, 7786260.824813116]",1586834.81175,7786260.82481,N3135,"(1.5606964422048359, 45.271050568390628)",1.560696442204836,45.27105056839063
LV548,"7789054.46442, 1584075.14326","[1584075.1432531446, 7789054.464417762]",1584075.14326,7789054.46442,N3136,"(1.5249157212049569, 45.295657742090725)",1.5249157212049569,45.295657742090725
LV549,"7779943.03326, 1591111.16208","[1591111.1620807461, 7779943.03326377]",1591111.16208,7779943.03326,N3137,"(1.616537549004643, 45.215041293290469)",1.616537549004643,45.21504129329047
LV550,"7782046.1837, 1589756.70558","[1589756.7055799302, 7782046.183697787]",1589756.70558,7782046.1837,N3138,"(1.5988395600047058, 45.233700761090539)",1.5988395600047058,45.23370076109054
LV551,"7782691.76027, 1589372.90122","[1589372.9012248279, 7782691.760267783]",1589372.90122,7782691.76027,N3139,"(1.5938106648047206, 45.239433209490528)",1.5938106648047206,45.23943320949053
LV552,"7781798.6996, 1588032.77439","[1588032.7743908379, 7781798.6996045895]",1588032.77439,7781798.6996,N3140,"(1.5769929385047767, 45.231190858690518)",1.5769929385047767,45.23119085869052
LV553,"7781657.92181, 1589358.62629","[1589358.6262943312, 7781657.921805523]",1589358.62629,7781657.92181,N3141,"(1.5938726337047198, 45.230148759990499)",1.5938726337047198,45.2301487599905
LV554,"7786355.41512, 1592677.82778","[1592677.8277748006, 7786355.415117286]",1592677.82778,7786355.41512,N3142,"(1.6349733846045849, 45.272868943190637)",1.6349733846045849,45.27286894319064
LV555,"7787573.38465, 1589780.93078","[1589780.9307828282, 7787573.384653261]",1589780.93078,7787573.38465,N3143,"(1.5978500393047126, 45.283330593190669)",1.5978500393047126,45.28333059319067
LV556,"7787071.24562, 1590944.39798","[1590944.3979822167, 7787071.245618221]",1590944.39798,7787071.24562,N3144,"(1.6127644712046612, 45.279013989690654)",1.6127644712046612,45.279013989690654
LV557,"7777399.68664, 1593183.97978","[1593183.979784276, 7777399.686641986]",1593183.97978,7777399.68664,N3145,"(1.6434449670045517, 45.19254279669039)",1.6434449670045517,45.19254279669039
LV558,"7776627.91114, 1591846.13826","[1591846.1382665646, 7776627.91114167]",1591846.13826,7776627.91114,N3146,"(1.6266354661046061, 45.185397837590379)",1.626635466104606,45.18539783759038
LV559,"7780339.36811, 1593216.02834","[1593216.0283441644, 7780339.368111789]",1593216.02834,7780339.36811,N3147,"(1.6431847106045536, 45.218940774790468)",1.6431847106045536,45.21894077479047
LV560,"7759396.64175, 1598105.47999","[1598105.4799950714, 7759396.641749412]",1598105.47999,7759396.64175,N3148,"(1.7098205730043141, 45.03169259658987)",1.7098205730043141,45.03169259658987
LV561,"7759444.2518, 1598649.33771","[1598649.3377144588, 7759444.251801598]",1598649.33771,7759444.2518,N3149,"(1.7166953466042933, 45.032202738789877)",1.7166953466042933,45.03220273878988
LV562,"7759778.30768, 1598167.96213","[1598167.9621327203, 7759778.307680037]",1598167.96213,7759778.30768,N3150,"(1.710529487004314, 45.03512825728987)",1.710529487004314,45.03512825728987
LV563,"7772654.08352, 1579323.59496","[1579323.5949605096, 7772654.083519325]",1579323.59496,7772654.08352,N3151,"(1.4686797521051338, 45.147571421090255)",1.4686797521051338,45.147571421090255
LV564,"7773787.65333, 1579160.57418","[1579160.5741842156, 7773787.653327451]",1579160.57418,7773787.65333,N3152,"(1.4663211055051424, 45.157718249190296)",1.4663211055051424,45.157718249190296
LV565,"7789263.74669, 1588576.60366","[1588576.6036600906, 7789263.746685273]",1588576.60366,7789263.74669,N3153,"(1.5821311746047653, 45.298307016590719)",1.5821311746047653,45.29830701659072
LV566,"7787879.50654, 1588017.39521","[1588017.395211955, 7787879.506539872]",1588017.39521,7787879.50654,N3154,"(1.5753474041047868, 45.285784321290706)",1.5753474041047868,45.285784321290706
LV567,"7777493.27183, 1579123.46042","[1579123.4604261697, 7777493.271834915]",1579123.46042,7777493.27183,N3155,"(1.4648992925051498, 45.190978562990374)",1.4648992925051498,45.190978562990374
LV568,"7777359.4852, 1579557.22302","[1579557.2230196865, 7777359.485195493]",1579557.22302,7777359.4852,N3156,"(1.4704406998051309, 45.189856092490409)",1.470440699805131,45.18985609249041
LV569,"7766959.00716, 1600657.97555","[1600657.9755541952, 7766959.007159717]",1600657.97555,7766959.00716,N3157,"(1.7405456134042181, 45.099965474290101)",1.740545613404218,45.0999654742901
LV570,"7762027.92931, 1587994.34137","[1587994.3413652445, 7762027.92930709]",1587994.34137,7762027.92931,N3158,"(1.5812000812047478, 45.053693345889947)",1.5812000812047478,45.05369334588995
LV571,"7763061.78819, 1586639.68198","[1586639.6819857412, 7763061.7881852]",1586639.68198,7763061.78819,N3159,"(1.563796657904805, 45.062745303389967)",1.563796657904805,45.06274530338997
LV572,"7776972.47803, 1582455.21301","[1582455.2130048198, 7776972.478027635]",1582455.21301,7776972.47803,N3160,"(1.5073306546050078, 45.186899627490376)",1.5073306546050078,45.18689962749038
LV573,"7775266.5956, 1582260.51993","[1582260.5199257822, 7775266.595595352]",1582260.51993,7775266.5956,N3161,"(1.5052854015050114, 45.171550503190325)",1.5052854015050114,45.171550503190325
LV574,"7779220.30931, 1581921.94921","[1581921.9492063767, 7779220.309305296]",1581921.94921,7779220.30931,N3162,"(1.4999967046050329, 45.206985702690453)",1.4999967046050329,45.20698570269045
LV575,"7776977.62063, 1583131.95396","[1583131.9539555935, 7776977.620628237]",1583131.95396,7776977.62063,N3163,"(1.5159209321049785, 45.187064926890386)",1.5159209321049785,45.187064926890386
